"","sp.pop","Genus_species","Genus","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Rowe","mean_Female_Rowe","mean_other_Rowe","sd_Male_Rowe","sd_Female_Rowe","sd_other_Rowe","mean_Fruits_rowe","mean_Seeds_rowe","mean_Leaves_rowe","mean_Flowers_rowe","mean_Animal_rowe","sd_Fruits_rowe","sd_Seeds_rowe","sd_Leaves_rowe","sd_Flowers_rowe","sd_Animals_rowe","IVSO_prop","IVSOint","superfamily"
"258","pop","Chlorocebus_aethiops","Chlorocebus","Grivet Monkey","Kwazulu Natal, South Africa","Wetland_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,11,3,"wp","FFMM","FFMM",0.818181818,"groups","ff","yes","T",4.75,3.2,NA,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0.181818182,2,"Cercopithecoidea"
"261","sp","Chlorocebus_pygerythrus","Chlorocebus","Vervet Monkey"," ","Wetland_Shrubland_Grassland_Savanna_Forest_Artificial",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,5,10,NA,"none","FFMM","FFMM",1,"groups","one","none","T",4.90125,3.035,NA,0.743820975,0.301711783,NA,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916,NA,0,0,"Cercopithecoidea"
"262","pop","Chlorocebus_pygerythrus","Chlorocebus","Vervet Monkey","Kwazulu Natal, South Africa","Wetland_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,2,"none","FFMM","FFMM",1,"groups","one","none","T",4.90125,3.035,NA,0.743820975,0.301711783,NA,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916,NA,0,0,"Cercopithecoidea"
"263","pop","Chlorocebus_pygerythrus","Chlorocebus","Vervet Monkey","Loskop Dam Nature Reserve, South Africa","Shrubland_Grassland_Savanna_Forest",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","T",4.90125,3.035,NA,0.743820975,0.301711783,NA,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916,NA,0,0,"Cercopithecoidea"
"264","pop","Chlorocebus_pygerythrus","Chlorocebus","Vervet Monkey","Lake Nabugabo, Uganda","Wetland_Grassland_Forest_Artificial",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",4.90125,3.035,NA,0.743820975,0.301711783,NA,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916,NA,0,0,"Cercopithecoidea"
"265","pop","Chlorocebus_pygerythrus","Chlorocebus","Vervet Monkey","Laikipia Plateau, Kenya","Savanna_Shrubland_Forest",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",4.90125,3.035,NA,0.743820975,0.301711783,NA,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916,NA,0,0,"Cercopithecoidea"
"268","sp","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus"," ","Forest",0,1,"closed",1,"Diurnal",43,NA,NA,NA,NA,3,NA,5,1,1,NA,NA,NA,NA,NA,NA,3,10,NA,"both","MFF","MFF",0.5,"groups","ff","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0.5,5,"Cercopithecoidea"
"269","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Lower Pangani River, Tanzania","Forest",0,1,"closed",1,"Diurnal",8,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0.5,1,"Cercopithecoidea"
"270","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Amani, Tanzania","Forest",0,1,"closed",1,"Diurnal",13,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0.5,1,"Cercopithecoidea"
"271","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Balangai, Tanzania","Forest",0,1,"closed",1,"Diurnal",7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0,0,"Cercopithecoidea"
"272","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Mazumbai, Tanzania","Forest",0,1,"closed",1,"Diurnal",10,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0.333333333,0,"Cercopithecoidea"
"273","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Shume, Tanzania","Forest",0,1,"closed",1,"Diurnal",5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0,0,"Cercopithecoidea"
"274","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Diani Forest, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0,0,"Cercopithecoidea"
"275","pop","Colobus_angolensis","Colobus","Black-and-White Angolian Colobus","Lake Nabugabo, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.95,7.6,NA,0.212132034,0.282842712,NA,19.1,30.3,42.3,8.3,NA,3.252691193,27.71858582,21.07178208,3.39411255,NA,0,0,"Cercopithecoidea"
"276","sp","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza"," ","Forest_Wetland_Grassland_Shrubland",1,1,"both",4,"Diurnal",23,NA,NA,NA,NA,8,NA,57,3,28,1,1,NA,NA,NA,NA,9,96,NA,"both","MFF","MFF",0.59375,"groups","ff","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.40625,39,"Cercopithecoidea"
"277","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Arusha, Tanzania","Forest",0,1,"closed",1,"Diurnal",21,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MF","FFMM",0.4,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.6,3,"Cercopithecoidea"
"278","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Budongo Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA,13,1,"wp","MFF","MFF",0.846153846,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.153846154,2,"Cercopithecoidea"
"279","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Queen Elizabeth National Park, Uganda","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,4,1,"wp","MFF","MFF",0.75,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.25,1,"Cercopithecoidea"
"280","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Bole Valley, Ethiopia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,6,NA,8,NA,2,1,NA,NA,NA,NA,NA,NA,16,1,"wp","MFF","MFF",0.5,"groups","ff","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.5,8,"Cercopithecoidea"
"281","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Kanyawara Forest Station, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.333333333,2,"Cercopithecoidea"
"282","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Kakamega Forest, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,6,1,18,NA,NA,NA,NA,NA,NA,NA,25,2,"wp","FFMM","FFMM",0.72,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.28,7,"Cercopithecoidea"
"283","pop","Colobus_guereza","Colobus","Black-and-White Colobus / Mantled Guereza","Kayanbura Gorge, Uganda","Forest_Wetland_Grassland_Shrubland",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,22,NA,2,NA,NA,NA,NA,NA,NA,NA,24,1,"wp","MFF","MFF",0.916666667,"groups","one","none","AR",10.408,8.0435,NA,0.483661038,0.273650324,NA,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506,NA,0.083333333,1,"Cercopithecoidea"
"284","sp","Colobus_polykomos","Colobus","King Colobus"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,4,NA,"wp","MFF","FFMM",0.5,"groups","one","none","AR",9.1,7.9,NA,1.13137085,0.565685425,NA,41.5,32,53,3,NA,9.192388155,NA,7.071067812,0,NA,0.5,2,"Cercopithecoidea"
"285","pop","Colobus_polykomos","Colobus","King Colobus","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",9.1,7.9,NA,1.13137085,0.565685425,NA,41.5,32,53,3,NA,9.192388155,NA,7.071067812,0,NA,0.5,2,"Cercopithecoidea"
"286","sp","Colobus_satanas","Colobus","Black Colobus"," ","Forest_Grassland_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,"wp","FFMM","FFMM",0.833333333,"groups","one","none","AR",12.1,10.13333333,NA,0.360555128,0.550757055,NA,4,51.73333333,36.2,7.433333333,NA,NA,9.089187716,9.236882591,5.750072463,NA,0.166666667,1,"Cercopithecoidea"
"287","pop","Colobus_satanas","Colobus","Black Colobus","Rio Muni, Republic of Equatorial Guinea","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",12.1,10.13333333,NA,0.360555128,0.550757055,NA,4,51.73333333,36.2,7.433333333,NA,NA,9.089187716,9.236882591,5.750072463,NA,0,0,"Cercopithecoidea"
"288","pop","Colobus_satanas","Colobus","Black Colobus","Forêt des Abeilles, Gabon","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups","one","none","AR",12.1,10.13333333,NA,0.360555128,0.550757055,NA,4,51.73333333,36.2,7.433333333,NA,NA,9.089187716,9.236882591,5.750072463,NA,0,0,"Cercopithecoidea"
"289","pop","Colobus_satanas","Colobus","Black Colobus","Douala Edea Reserve, Cameroon","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",12.1,10.13333333,NA,0.360555128,0.550757055,NA,4,51.73333333,36.2,7.433333333,NA,NA,9.089187716,9.236882591,5.750072463,NA,0.5,1,"Cercopithecoidea"
"290","sp","Colobus_vellerosus","Colobus","Ursine Colobus / Geoffroy’s pied colobus"," ","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,3,5,NA,"wp","FFMM","FFMM",0.6,"groups","one","yes","AR",8.825,7.275,NA,0.459619408,0.530330086,NA,10.7,4,79,6,NA,NA,NA,NA,NA,NA,0.4,2,"Cercopithecoidea"
"291","pop","Colobus_vellerosus","Colobus","Ursine Colobus / Geoffroy’s pied colobus","Boabeng-FiemaMonkeySanctuary_Ghana","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.6,"groups","one","yes","AR",8.825,7.275,NA,0.459619408,0.530330086,NA,10.7,4,79,6,NA,NA,NA,NA,NA,NA,0.4,2,"Cercopithecoidea"
"292","sp","Daubentonia_madagascariensis","Daubentonia","Aye-Aye"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"wp","solitary","MF",0.5,"solitary_groups","one","none","AR",2.617,2.572,NA,NA,NA,NA,NA,40.83,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Lemuroidea"
"293","pop","Daubentonia_madagascariensis","Daubentonia","Aye-Aye","Mananara, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","solitary","MF",0.5,"solitary_groups","one","none","AR",2.617,2.572,NA,NA,NA,NA,NA,40.83,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Lemuroidea"
"294","sp","Erythrocebus_patas","Erythrocebus","Patas Monkey"," ","Savannas_Forest_Wetland_Grassland_Artificial",1,1,"both",4,"Diurnal",4,NA,NA,NA,NA,NA,NA,18,NA,9,1,NA,NA,NA,NA,NA,9,27,NA,"both","MFF","MFF",0.666666667,"groups","one","none","T",12.4,6.5,NA,NA,NA,NA,5.75,0.6,4.1,37.21,42.7,1.060660172,NA,2.687005769,39.3009949,NA,0.333333333,8,"Cercopithecoidea"
"295","pop","Erythrocebus_patas","Erythrocebus","Patas Monkey","Waza Reserve, Cameroon","Savanna_Forest_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","MFF",0.75,"groups","one","none","T",12.4,6.5,NA,NA,NA,NA,5.75,0.6,4.1,37.21,42.7,1.060660172,NA,2.687005769,39.3009949,NA,0.25,1,"Cercopithecoidea"
"296","pop","Erythrocebus_patas","Erythrocebus","Patas Monkey","La Parguera, Puerto Rico","Wetland_Forest",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,7,2,"wp","MFF","MFF",0.571428571,"groups","one","none","T",12.4,6.5,NA,NA,NA,NA,5.75,0.6,4.1,37.21,42.7,1.060660172,NA,2.687005769,39.3009949,NA,0.428571429,3,"Cercopithecoidea"
"297","pop","Erythrocebus_patas","Erythrocebus","Patas Monkey","Laikipia District, Kenya","Grassland_Forest_Wetland_Artifical",1,1,"both",4,"Diurnal",2,NA,NA,NA,NA,NA,NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,10,3,"wp","MFF","FFMM",0.5,"groups","ff","yes","T",12.4,6.5,NA,NA,NA,NA,5.75,0.6,4.1,37.21,42.7,1.060660172,NA,2.687005769,39.3009949,NA,0.5,5,"Cercopithecoidea"
"298","pop","Erythrocebus_patas","Erythrocebus","Patas Monkey","Kala Maloue National Park,Cameroon","Wetland_Grassland_Forest",1,1,"both",3,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","MFF","MFF",1,"groups","ff","yes","T",12.4,6.5,NA,NA,NA,NA,5.75,0.6,4.1,37.21,42.7,1.060660172,NA,2.687005769,39.3009949,NA,0,0,"Cercopithecoidea"
"301","sp","Eulemur_collaris","Eulemur","Red-collared Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,2,7,NA,"wp","FFMM","FFMM",0.714285714,"groups","one","none","AR",2.07,2.217,NA,NA,NA,NA,78.5,NA,4.4,14,3.3,NA,NA,NA,NA,NA,0.285714286,2,"Lemuroidea"
"302","pop","Eulemur_collaris","Eulemur","Red-collared Brown Lemur","Sainte Luce, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,"none","FFMM","FFMM",1,"groups","one","none","AR",2.07,2.217,NA,NA,NA,NA,78.5,NA,4.4,14,3.3,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"303","pop","Eulemur_collaris","Eulemur","Red-collared Brown Lemur","Madena, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FMM","FMM",0.666666667,"groups","one","none","AR",2.07,2.217,NA,NA,NA,NA,78.5,NA,4.4,14,3.3,NA,NA,NA,NA,NA,0.333333333,0,"Lemuroidea"
"305","sp","Eulemur_flavifrons","Eulemur","Blue-eyed Black Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,6,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",1.920333333,2.073333333,NA,0.3820999,0.277908858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"306","pop","Eulemur_flavifrons","Eulemur","Blue-eyed Black Lemur","Ankarafa Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,"none","FFMM","FFMM",1,"groups","one","none","AR",1.920333333,2.073333333,NA,0.3820999,0.277908858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"307","sp","Eulemur_fulvus","Eulemur","Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",1.867,1.775,NA,NA,NA,NA,46.65,NA,48.11,3.415,NA,31.18340905,NA,31.83394729,0.16263456,NA,0,0,"Lemuroidea"
"308","pop","Eulemur_fulvus","Eulemur","Brown Lemur","Berenty, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,"none","FFMM","FFMM",1,"groups","one","none","AR",1.867,1.775,NA,NA,NA,NA,46.65,NA,48.11,3.415,NA,31.18340905,NA,31.83394729,0.16263456,NA,0,0,"Lemuroidea"
"309","sp","Eulemur_macaco","Eulemur","Black Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.357142857,2.332,NA,0.321262317,0.32276555,NA,71.15,1.2,18.3,4.4,0.88,9.687362902,NA,7.919595949,0.565685425,NA,0.2,0,"Lemuroidea"
"310","pop","Eulemur_macaco","Eulemur","Black Lemur","Ampasikely, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.357142857,2.332,NA,0.321262317,0.32276555,NA,71.15,1.2,18.3,4.4,0.88,9.687362902,NA,7.919595949,0.565685425,NA,0.2,0,"Lemuroidea"
"311","sp","Eulemur_mongoz","Eulemur","Mongoose Lemur"," ","Forest",0,1,"closed",1,"Cathemeral_Diurnal_Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","MF","MF",1,"groups","one","none","AR",1.2604,1.3745,NA,0.237109258,0.189,NA,60.83333333,3,25.5,3,2,1.607275127,NA,10.11187421,1.414213562,NA,0,0,"Lemuroidea"
"312","pop","Eulemur_mongoz","Eulemur","Mongoose Lemur","Anjamena, Madagascar","Forest",0,1,"closed",1,"Cathemeral_Diurnal_Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",1.2604,1.3745,NA,0.237109258,0.189,NA,60.83333333,3,25.5,3,2,1.607275127,NA,10.11187421,1.414213562,NA,0,0,"Lemuroidea"
"313","sp","Eulemur_rubriventer","Eulemur","Red-bellied Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,39,NA,5,3,NA,NA,NA,NA,NA,NA,NA,3,47,NA,"wp","MF","MF",0.829787234,"groups","one","none","AR",2.067,1.96,NA,NA,NA,NA,75.25,NA,7.825,3.975,NA,18.03122292,NA,3.995153314,5.197234842,NA,0.170212766,8,"Lemuroidea"
"314","pop","Eulemur_rubriventer","Eulemur","Red-bellied Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,39,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,47,3,"wp","MF","MF",0.829787234,"groups","one","none","AR",2.067,1.96,NA,NA,NA,NA,75.25,NA,7.825,3.975,NA,18.03122292,NA,3.995153314,5.197234842,NA,0.170212766,8,"Lemuroidea"
"315","sp","Eulemur_rufifrons","Eulemur","Red-fronted Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,8,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",2.178,2.251,NA,NA,NA,NA,59.25,NA,29.35,9.45,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"316","pop","Eulemur_rufifrons","Eulemur","Red-fronted Brown Lemur","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,2,"none","FFMM","FFMM",1,"groups","one","none","AR",2.178,2.251,NA,NA,NA,NA,59.25,NA,29.35,9.45,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"317","sp","Eulemur_rufus","Eulemur","Rufous Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,3,32,NA,"none","FFMM","FFMM",0.9375,"groups","one","none","AR",1.79,1.84,NA,NA,NA,NA,35.7,NA,55.375,2.2,NA,15.69777054,NA,21.46069081,NA,NA,0.0625,2,"Lemuroidea"
"318","pop","Eulemur_rufus","Eulemur","Rufous Brown Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,"none","FFMM","FFMM",1,"groups","one","none","AR",1.79,1.84,NA,NA,NA,NA,35.7,NA,55.375,2.2,NA,15.69777054,NA,21.46069081,NA,NA,0,0,"Lemuroidea"
"319","pop","Eulemur_rufus","Eulemur","Rufous Brown Lemur","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,24,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.923076923,"groups","one","none","AR",1.79,1.84,NA,NA,NA,NA,35.7,NA,55.375,2.2,NA,15.69777054,NA,21.46069081,NA,NA,0.076923077,2,"Lemuroidea"
"334","sp","Galagoides_zanzibaricus","Galagoides","Kenya Coast Dwarf Galago"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,4,NA,1,1,NA,NA,NA,NA,NA,1,9,NA,"wp","MF","MFF",0.444444444,"solitary"," ","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555556,5,"Lorisoidea"
"335","pop","Galagoides_zanzibaricus","Galagoides","Kenya Coast Dwarf Galago","Gedi Ruins National Monument, Monbasa","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,9,1,"wp","MF","MFF",0.444444444,"solitary"," ","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555556,5,"Lorisoidea"
